Sale ID,Date,Product,Quantity,Price,Total,Customer ID,Customer Name,Payment Method,Region
8199,2024-08-09,Mouse,8,359.99,2879.92,7e1820b4-3bff-4a8f-a997-11002b7f0b67,Pamela Ballard,Cash,Asia
8200,2024-02-08,Laptop,2,34.81,69.62,536b4707-3af0-4f31-8d93-3d7f3d961ba2,James Lane,Credit Card,Africa
8201,2024-01-18,Webcam,4,246.11,984.44,bf546073-b887-4d8b-8530-d58e446605f4,Chelsea Rodriguez,Debit Card,North America
8202,2024-02-16,Keyboard,9,58.8,529.2,6eb36783-ec74-4948-92b5-514b5d16554d,Nathan Gallegos,Cash,Oceania
8203,2024-06-04,Printer,9,499.64,4496.76,191a3973-713c-409c-8f4f-adf79c6dacfd,Danielle Key,Debit Card,Africa
8204,2024-06-16,Headphones,4,313.78,1255.12,ab8a90d7-3a00-4af4-b080-b3bfd56b08ae,Christopher Thompson,Cash,Oceania
8205,2024-04-11,Webcam,7,47.42,331.94,7819cdc3-8963-494f-ac3b-2b1632ec44d1,Angela Herman,Bank Transfer,Oceania
8206,2024-03-10,Keyboard,7,375.39,2627.73,f9ea11cc-21ac-4707-a6c3-3efc45ecd1ca,Sabrina Macdonald,Bank Transfer,North America
8207,2024-07-17,Headphones,5,225.26,1126.3,bfd78d53-80d8-402d-9134-604eb759eb07,Catherine Cain,Debit Card,Europe
8208,2024-02-08,Mouse,1,277.35,277.35,77b58156-cbe7-4741-aee2-36fcc5aa3328,Allison Duncan,Credit Card,North America
8209,2024-05-06,Smartphone,10,280.59,2805.9,cbc72600-3d9b-4f0e-9b4b-e0aae1e94f2a,Ashley Chase,Bank Transfer,Africa
8210,2024-08-07,Webcam,9,13.45,121.05,221ca87b-184f-43fa-8821-937c036cb08f,Mark Doyle,Cash,South America
8211,2024-04-24,Headphones,1,291.07,291.07,d9530f12-07fe-4bcd-a969-50c2b3561051,Carla Gutierrez,Credit Card,Africa
8212,2024-06-08,Smartphone,10,83.03,830.3,aed9e7bf-81ae-4f8f-b667-5f3eadd57152,Lori Turner,Credit Card,Europe
8213,2024-07-15,Printer,7,374.51,2621.57,f6c69952-9788-47f5-b99a-f0dd6b01a14b,Paul Santos,PayPal,Oceania
8214,2024-03-08,Printer,1,154.76,154.76,77d832a5-03df-47bc-ba05-1c47d39a6c89,Kathleen Fletcher,Debit Card,Oceania
8215,2024-05-19,Smartphone,10,398.92,3989.2,9d691612-3bf8-4152-81e3-ba8f0d643830,John Davis,PayPal,North America
8216,2024-01-21,Mouse,7,496.21,3473.47,ede9c84f-8f7a-41dd-9f0b-ab1016866e9c,James Meyer,PayPal,Oceania
8217,2024-08-01,Webcam,5,87.92,439.6,abab4aec-80d2-4899-aa94-e0015417a3e2,Jeffrey Cochran,Bank Transfer,Asia
8218,2024-08-28,Mouse,6,443.68,2662.08,ad91888b-5e79-4630-8110-855f4427dfdd,William Miranda,PayPal,Oceania
8219,2024-07-26,Headphones,4,128.29,513.16,7a8bc8c1-e4da-4a81-854f-acfb2dc01c7a,Craig Brown,Bank Transfer,Oceania
8220,2024-07-09,Keyboard,5,284.89,1424.45,c4c754d1-e134-4b29-bf96-8bec36b4a4e7,Shawna Olsen,PayPal,Oceania
8221,2024-08-29,Monitor,8,71.45,571.6,30f4ef4b-9ea7-4a43-b1b9-67562e91f636,Shannon Sexton,Credit Card,Europe
8222,2024-07-24,Keyboard,8,217.36,1738.88,f29f717d-6fc6-471b-ba9b-19686c5514f7,Marisa Graham,Credit Card,Oceania
8223,2024-02-29,Headphones,5,458.08,2290.4,57578b9c-58a8-4d80-8d16-67123cd323e8,Daniel Frazier,PayPal,Asia
8224,2024-01-04,Monitor,2,76.37,152.74,3a6f16c2-0486-4f93-b221-ee566b14ab83,Scott Winters,Debit Card,Oceania
8225,2024-08-20,Webcam,7,325.59,2279.13,125e58a7-8372-40a9-9268-982f54c0d867,Taylor Bean,Debit Card,South America
8226,2024-01-26,Smartphone,4,169.51,678.04,4ddc7170-9585-41e9-84b2-5b2640cb5c19,Terry Edwards,Bank Transfer,North America
8227,2024-01-20,Smartphone,3,398.97,1196.91,19e88767-8d29-4f37-9325-64af0812103a,Jessica Miller,Credit Card,North America
8228,2024-08-01,Smartphone,9,259.29,2333.61,feb64ef6-f02c-4347-8bc5-f86ad79b693f,Keith Farmer,PayPal,Oceania
8229,2024-05-03,Laptop,3,90.2,270.6,dbd20314-04b7-487b-b1fc-d01e33ed3b49,Maxwell Moore,Cash,Europe
8230,2024-06-03,Keyboard,1,463.25,463.25,ea6e0935-b5c2-404e-b341-20bfcfcad276,David Bennett,Bank Transfer,Europe
8231,2024-01-26,Headphones,3,280.29,840.87,ec145a5f-c542-4034-81b0-f3aa310da349,Katherine Parsons,PayPal,Europe
8232,2024-08-13,Keyboard,7,345.61,2419.27,076be74a-0c61-4d97-b948-b76b9dc1e3a0,Barbara Gray,Bank Transfer,Asia
8233,2024-05-06,Laptop,10,254.24,2542.4,0fcec628-d80d-4dc3-810b-2c84f8ade5a1,Matthew Garcia,PayPal,North America
8234,2024-06-18,Webcam,4,345.36,1381.44,d9fb2605-f201-42a2-bf45-f0f84236c7bc,Robert Bean,PayPal,South America
8235,2024-07-27,Smartphone,2,243.82,487.64,b19e3367-799b-413b-946d-4c21476ccf86,Andrew Lee,Bank Transfer,Asia
8236,2024-06-14,Printer,3,496.27,1488.81,ceb55a92-b591-45e5-ab03-fbff28beca5a,Timothy Mccoy,Debit Card,Oceania
8237,2024-06-17,Printer,9,472.34,4251.06,1f53c646-0edd-4f15-9f61-be191bc64dd7,Jessica Key,Bank Transfer,Asia
8238,2024-05-13,Webcam,3,161.23,483.69,a5e435e8-d9f8-4198-a3dd-a8cbed168d82,Sarah Williams,PayPal,Asia
8239,2024-08-28,Smartphone,8,277.81,2222.48,b7303c89-3fb5-42bd-bc88-0a8d9cde9d0d,Cindy Williams,Bank Transfer,Oceania
8240,2024-01-12,Smartphone,7,241.05,1687.35,5a0ef77d-dec6-4223-b7bb-1c4239982af8,George Hicks,Credit Card,Oceania
8241,2024-05-05,Mouse,5,380.53,1902.65,4fe78d7d-3fc8-449c-ba2b-89255600a9b1,Kelly Garcia,Bank Transfer,Asia
8242,2024-06-25,Laptop,10,424.31,4243.1,06f55852-f6fc-41c6-8b41-f0a50a43b04a,Calvin Valdez,Debit Card,Asia
8243,2024-08-26,Monitor,7,317.1,2219.7,c555ce3c-b9f6-4fe9-bf3d-59edb0b5a434,Victor Oconnell,Debit Card,North America
8244,2024-04-27,Printer,8,414.0,3312.0,6a0689c2-bdf8-4abe-8779-70f0f7c08efd,Shannon Ortiz,PayPal,Europe
8245,2024-01-31,Mouse,5,52.9,264.5,345d9125-1670-41f3-8141-0c4141542dd6,Jeffrey Sheppard,Credit Card,Asia
8246,2024-08-17,Webcam,10,131.96,1319.6,f54c34ec-61e0-416e-b6bd-6286861db6b8,William Smith,Credit Card,Europe
8247,2024-01-06,Headphones,1,342.7,342.7,183dc390-0fd9-403f-b89f-836a3c4ef0c7,Steven Gomez,Bank Transfer,North America
8248,2024-04-23,Smartphone,4,443.32,1773.28,e4d8dcf3-cab3-4967-ba03-16c3e4005ae9,David Hughes,Credit Card,Asia
8249,2024-04-16,Keyboard,2,191.66,383.32,fd6c6033-cd58-4f49-959c-b63e1adbe153,Pamela Morris,Credit Card,North America
8250,2024-08-24,Monitor,4,342.96,1371.84,61403f3e-ddf0-453f-ba30-fc52d289b5d7,James Perez,Credit Card,Oceania
8251,2024-05-29,Monitor,10,317.55,3175.5,3e6cf488-210d-420b-acfa-abcb40aec7fe,Kylie Bailey,PayPal,North America
8252,2024-05-17,Headphones,9,176.96,1592.64,fa399974-abea-455f-9036-a858e5c627e4,Deborah Green,PayPal,Asia
8253,2024-05-21,Webcam,2,356.8,713.6,cf8af336-efee-4dec-843d-657fe36154e5,Cole Wright,PayPal,Europe
8254,2024-04-22,Monitor,10,194.51,1945.1,9f1ccd30-7e42-4bea-a904-8b2883ae668e,Christopher Butler,Bank Transfer,South America
8255,2024-07-21,Keyboard,8,85.27,682.16,67be15e9-686f-423d-b4a1-760daaf19fec,Christina Williamson,Bank Transfer,Asia
8256,2024-05-10,Webcam,7,366.26,2563.82,8ae6f105-99df-4c8f-bfdc-4e4d552411ce,Erin Carpenter,Credit Card,Asia
8257,2024-04-10,Laptop,6,116.28,697.68,1ac035e5-9884-4268-90d7-1e364a84dd35,Gina Reed,Credit Card,Africa
8258,2024-07-16,Mouse,5,38.51,192.55,cbcd382d-6284-4924-a8c7-a041e35e282f,Anthony Carlson,Credit Card,Africa
8259,2024-01-28,Printer,5,262.0,1310.0,a48309e3-9461-4a2e-bf9e-0937a6c01f5f,Terry Collins Jr.,Debit Card,Asia
8260,2024-08-14,Keyboard,9,227.09,2043.81,85baef06-7b9d-45d9-ac51-36b78e477d47,Laura Middleton,Bank Transfer,Africa
8261,2024-08-05,Keyboard,8,159.75,1278.0,58f38250-4c8b-4c8b-9177-9212cd77c6c5,Beth Johnson,Cash,South America
8262,2024-01-28,Mouse,10,389.16,3891.6,7b74475a-2fd4-4272-b20a-f4b2f4f7dd82,Dana Mckenzie,Debit Card,Africa
8263,2024-04-23,Webcam,5,262.02,1310.1,c8615c18-d656-4acb-a647-b5170f0838b3,Adam Bautista,Bank Transfer,North America
8264,2024-02-18,Monitor,7,412.3,2886.1,79612533-3629-4c70-a1fd-8163159c86d1,Angela Randolph,Debit Card,Oceania
8265,2024-07-19,Headphones,6,276.26,1657.56,f3adbe3f-7d7c-4d84-8775-e8e4420e494f,Kristie Williams,Credit Card,Africa
8266,2024-03-30,Mouse,10,105.14,1051.4,6e79f1ed-41f5-4088-80c4-e4473eee5513,Eric Bush,Credit Card,Africa
8267,2024-03-09,Printer,8,273.57,2188.56,4f86901b-a623-4edb-9a0d-e689de260f06,David Douglas,Bank Transfer,Asia
8268,2024-05-07,Webcam,1,72.17,72.17,e3654f01-c8e6-4ae9-ae59-aa14e63837ea,Brady Pierce,Bank Transfer,Europe
8269,2024-04-26,Laptop,9,62.33,560.97,710c6584-dbf0-4cf4-957f-25cda9de7d4c,Tiffany Miller,Bank Transfer,Oceania
8270,2024-01-19,Laptop,3,322.46,967.38,4ce252de-6015-4ac3-80df-593efb6d9e9a,Cynthia Schmidt,Bank Transfer,Africa
8271,2024-05-01,Monitor,8,399.09,3192.72,d6a3cc7a-b719-45f8-b74f-a25e63f6398b,Alisha Nelson MD,Cash,South America
8272,2024-02-18,Printer,1,166.27,166.27,9b583834-1ebf-40ea-9fad-f17dee3cfd12,Brenda Kelly,PayPal,North America
8273,2024-05-16,Printer,3,405.14,1215.42,dcbf882b-530b-4aa2-aad6-e905b4238559,Sharon Anderson,Debit Card,South America
8274,2024-08-18,Headphones,6,202.96,1217.76,d91cd773-2d87-4a56-b0a3-0e1e1dfdfbb1,Ashley Gutierrez MD,Cash,South America
8275,2024-04-09,Monitor,6,112.04,672.24,c61ff094-e410-4fab-b9dc-b5e306798a43,Angela Mccarthy,Debit Card,Africa
8276,2024-01-25,Printer,9,178.89,1610.01,7c68b2be-b253-4a15-a81a-5ca933b8f048,Travis Hamilton,Cash,Asia
8277,2024-03-07,Headphones,9,87.07,783.63,cbaacf92-3a8f-4b65-bd92-a16d6cd8bf26,Sarah Chaney,Cash,Europe
8278,2024-06-06,Monitor,9,171.16,1540.44,b65f5249-8e2b-4d74-80fc-435e1a116e41,Todd Townsend,PayPal,South America
8279,2024-03-17,Mouse,2,56.02,112.04,3f84fe12-f030-4b21-a7b0-3bc47740cf75,Terri Martinez,Credit Card,North America
8280,2024-03-04,Printer,10,410.3,4103.0,82c61642-f85a-496b-8c40-bf0dff8d7024,Dale Vaughan,Credit Card,Oceania
8281,2024-04-02,Printer,9,97.21,874.89,3bd0d15a-1cf0-4940-b3a5-bc80a77568d3,Jillian Reyes,Cash,South America
8282,2024-08-11,Mouse,4,41.51,166.04,c8e9d359-a2cd-4154-bb6d-7de82612ff52,Brian Buckley,Cash,Oceania
8283,2024-08-03,Laptop,2,76.64,153.28,269b1d3d-3f00-431d-bec1-bd93fa441f79,Adam Hawkins,Credit Card,South America
8284,2024-06-10,Smartphone,2,478.27,956.54,205515a2-aa12-4487-9426-9921c0ad8fc0,Robert Walls,Cash,Oceania
8285,2024-02-14,Monitor,4,347.49,1389.96,dedad4ed-b075-4543-a498-a692fb7a66e8,Matthew Mendoza,Debit Card,Asia
8286,2024-01-01,Printer,9,162.45,1462.05,6a65b5c9-dcc9-4c5d-ac42-0828deef2108,Michael Daniels,Credit Card,Oceania
8287,2024-03-09,Keyboard,7,166.65,1166.55,f832854e-6743-4a72-b246-5f626eb68351,Jacob Adams,Bank Transfer,Europe
8288,2024-07-17,Keyboard,7,457.32,3201.24,bc771534-39ef-4ff7-955f-350bbfe8ee72,Rachel Jones,Credit Card,South America
8289,2024-08-17,Headphones,4,105.1,420.4,23305adc-1297-4c96-95ab-671cc0d3c6dd,Marcia Murphy,PayPal,North America
8290,2024-05-23,Mouse,7,487.08,3409.56,40ff7e09-0296-4ef8-a9ae-8a85164e36b2,Christine Davis,Bank Transfer,South America
8291,2024-05-02,Smartphone,9,25.26,227.34,c46b5ba5-8e08-457e-9245-28f904a9c891,Timothy Jones,PayPal,Europe
8292,2024-08-01,Printer,1,171.51,171.51,236fcec1-6bc5-4483-af4d-c6ebdda5f268,Maria Williams,PayPal,South America
8293,2024-02-09,Headphones,8,319.32,2554.56,1a724707-871a-4a37-8c70-46110be48a1c,Alfred Montes,Bank Transfer,Oceania
8294,2024-08-10,Monitor,10,32.81,328.1,91c61bc3-3d3e-48de-ad89-69eee5e7f4d2,Mr. Nicolas Anderson,Cash,Europe
8295,2024-02-15,Monitor,2,344.03,688.06,9929dfca-b599-4c15-a9a3-a33e376e9aee,Amanda Coleman,Bank Transfer,South America
8296,2024-06-07,Headphones,10,474.87,4748.7,151e1198-6410-47e1-9976-c9958d3360bb,Lindsey Murray,Cash,Africa
8297,2024-03-26,Keyboard,4,197.92,791.68,b705352b-fb74-4bc9-b7cb-fe1c350a946e,Alan Brown,PayPal,Europe
8298,2024-03-30,Monitor,3,114.53,343.59,d4ae0a5e-1a2a-425d-a2e9-1825ba066f10,Suzanne Gomez,Cash,South America
8299,2024-04-19,Printer,7,268.33,1878.31,e00e6a04-4fb9-447a-984a-b9aca9ba554b,Rodney Watts,Cash,Oceania
8300,2024-03-05,Smartphone,5,226.81,1134.05,9e9bf8f6-405b-49f8-b88a-e8917698cc25,Edgar Buck,Cash,Europe
8301,2024-04-11,Laptop,4,80.68,322.72,bf52cc34-41d9-4071-b554-7562858c6a2b,Michelle Larson,Bank Transfer,Asia
8302,2024-01-03,Laptop,3,79.78,239.34,121d3a70-03ce-4c5f-8da5-c61a01c103e2,Brianna Patel,Cash,Europe
8303,2024-05-12,Monitor,1,27.21,27.21,acc6020d-12da-4690-8901-aeb25c608709,Michael Moon,Credit Card,Asia
8304,2024-08-17,Headphones,5,291.45,1457.25,b5233b4a-6ab6-4299-9265-21fdb19c197b,Jennifer Davis,Bank Transfer,Asia
8305,2024-07-11,Laptop,5,299.88,1499.4,25116b10-fec6-4208-a9ec-e5c36cafee06,Joshua Ball,Credit Card,South America
8306,2024-04-26,Mouse,8,285.41,2283.28,e23ba0b8-45b8-40cd-ae5e-96c62700a746,Janet Gutierrez,PayPal,Asia
8307,2024-08-14,Printer,3,258.65,775.95,65fb73e8-95e1-497d-b939-42cdf58d3cd9,Chelsea Rogers,Bank Transfer,Europe
8308,2024-06-17,Laptop,10,402.0,4020.0,88d36d01-c958-45cb-a2fe-d3a9a678801f,Ryan Williams,Credit Card,North America
8309,2024-05-24,Webcam,9,335.8,3022.2,19dce1f4-d3c4-4010-8a60-0b0ffcb3f5ee,Tyrone Perkins,Credit Card,Oceania
8310,2024-08-06,Headphones,6,267.21,1603.26,7d50b3bc-6b29-40c9-a314-dac5925d87fa,Jonathan Taylor,Cash,Oceania
8311,2024-04-09,Webcam,2,167.99,335.98,42a404f2-ec9e-4eb5-ae2e-55ff51081ae0,Jeff Griffin,Bank Transfer,South America
8312,2024-05-29,Mouse,4,214.44,857.76,1aaab1df-2d2c-44d3-a708-2e885256edd1,James Curtis,PayPal,Oceania
8313,2024-06-02,Webcam,6,295.35,1772.1,10beb48a-8e96-4587-b11d-a7c79df666ad,Tammy Joyce,Cash,Oceania
8314,2024-02-23,Mouse,4,249.67,998.68,c061702c-29dc-4857-8c40-eef070956c35,Susan Shepherd,Bank Transfer,South America
8315,2024-06-30,Monitor,4,192.31,769.24,972eb9a6-847a-43f6-a749-d28f63dbf362,Samuel Flores,Debit Card,North America
8316,2024-03-04,Webcam,2,177.32,354.64,f7a61f32-3aaf-4f77-9634-ce398147c74f,Dr. Christine Avery,Bank Transfer,Europe
8317,2024-05-22,Laptop,5,333.96,1669.8,c65fb179-271d-4931-b2a2-f0f9cf739ee1,Stephanie Smith,Debit Card,Asia
8318,2024-02-22,Keyboard,4,383.89,1535.56,57b76cb6-a74e-465e-8fd6-5d90a308a6f4,Robert Johnson,Bank Transfer,Asia
8319,2024-07-04,Printer,8,456.98,3655.84,07b63536-9817-45c7-b18c-eec2e356a13c,Michael Collier,Bank Transfer,Oceania
8320,2024-02-10,Keyboard,1,254.61,254.61,d2cd9f50-9355-41ad-a4b9-ac42b978c7a6,Anna Jones,Cash,South America
8321,2024-08-31,Printer,8,458.92,3671.36,a5790110-5de6-4b82-ad59-c9c054b1c608,David Berry,Debit Card,South America
8322,2024-04-10,Printer,2,205.92,411.84,22c680b6-2e36-4425-ae77-2941138e46b5,Carlos Obrien,Cash,Oceania
8323,2024-03-14,Keyboard,2,402.52,805.04,d54e1969-f6b4-4087-b3dd-777182df4b3b,Michael Smith,Cash,Africa
8324,2024-03-13,Headphones,9,116.96,1052.64,d55ad908-852a-4139-8918-2b0b2f97c61c,Pamela Higgins,Credit Card,Europe
8325,2024-05-03,Mouse,4,142.66,570.64,3fa5a819-38fe-49de-b0f4-b67485b35308,Hannah Boone,Bank Transfer,South America
8326,2024-02-18,Smartphone,2,268.54,537.08,8892bcb6-2b49-4257-91b6-c763e8a25797,William Gonzalez,Bank Transfer,South America
8327,2024-04-29,Webcam,8,405.91,3247.28,89214cf3-b22e-4621-a993-2e8dd5d5bf40,Timothy Hensley,Bank Transfer,Oceania
8328,2024-08-23,Headphones,7,150.78,1055.46,8bdb51e3-5784-4914-9ccd-6011b8a6af9f,Darrell Vasquez,Bank Transfer,North America
8329,2024-08-07,Printer,10,395.77,3957.7,e5836cfe-47ac-49f9-9e72-0126740a9ba8,Jared Cox,Bank Transfer,South America
8330,2024-04-22,Mouse,2,138.63,277.26,9f814065-dfab-4ebd-94f4-3511e50df4b0,Lisa Harrison,Cash,Africa
8331,2024-01-15,Headphones,8,327.0,2616.0,c45789c3-b67b-4fb3-819d-d1094da46ccb,Matthew Suarez,Debit Card,South America
8332,2024-04-13,Printer,10,228.07,2280.7,b806802d-0126-4723-aae8-30657d0fbb43,Cheryl Perez,Debit Card,Europe
8333,2024-01-06,Webcam,7,49.72,348.04,b585a528-bc22-4f0d-a25d-ef1794a867f5,James Wade,PayPal,Oceania
8334,2024-05-01,Printer,4,427.96,1711.84,ed34cac1-d850-44bd-a28c-8a9ab3a23ee4,Stephen Garcia Jr.,PayPal,Africa
8335,2024-01-13,Mouse,6,354.52,2127.12,245649bf-3b2d-40a9-a2f6-f0d3b1acc639,James Benson,Cash,South America
8336,2024-01-12,Laptop,5,234.02,1170.1,c135f753-7d3e-4699-92a8-00dcc5806c95,Taylor Thomas,PayPal,South America
8337,2024-03-04,Headphones,3,104.15,312.45,0f505ee1-26c3-4647-bd9f-07f799939723,Kevin Greer,Credit Card,Africa
8338,2024-07-24,Laptop,6,457.1,2742.6,5b3caebd-0bbd-437d-ba68-539249038422,Donna Joseph,Cash,Asia
8339,2024-01-22,Mouse,1,427.77,427.77,0e86df80-ea76-47f8-8057-a0b9c03a563d,Sandra Brown,PayPal,Africa
8340,2024-01-14,Printer,3,240.36,721.08,1de1b9db-388a-4ab1-a030-43cb8cf15068,William Welch,Bank Transfer,South America
8341,2024-02-28,Webcam,3,230.16,690.48,6f4c551d-8873-427c-86ca-9edefe0c7b75,Jeremy Shaw,PayPal,North America
8342,2024-02-25,Smartphone,3,96.03,288.09,fb451994-99a0-4a88-b217-77ec7cf9f932,Clayton Hampton,Cash,Africa
8343,2024-02-22,Mouse,5,261.88,1309.4,9c5cd8c2-0a17-4fdc-8a7f-221a321ada96,Ronald Collins,Bank Transfer,Europe
8344,2024-02-27,Printer,3,123.44,370.32,2a61fd85-3a77-4f42-9289-026d7541aa9e,Parker Day,Cash,Oceania
8345,2024-03-27,Smartphone,7,280.17,1961.19,b4db99b1-faa3-41b8-8f7d-dce1b99aac40,Christian Stephenson,Bank Transfer,Asia
8346,2024-02-24,Monitor,3,422.92,1268.76,62627143-ba35-4fc3-830e-4bff03e7b1cc,Sabrina Adams,PayPal,Europe
8347,2024-06-20,Laptop,1,42.46,42.46,a5ee01d1-9bdc-424e-9a46-1d45229dc59d,Olivia Allen,Credit Card,Europe
8348,2024-04-30,Laptop,4,129.17,516.68,1eb0681a-066f-467d-8c70-e1bb640498b9,Omar Lamb,PayPal,Asia
8349,2024-03-03,Smartphone,5,258.17,1290.85,fb67b76b-78c9-4474-9baa-05c00daa5c08,Erik Bonilla,Bank Transfer,Europe
8350,2024-01-02,Laptop,7,125.76,880.32,70c22ec2-0f3d-4816-bc80-7099bb74bfd1,Shawn Hardy,Debit Card,South America
8351,2024-03-08,Laptop,7,395.32,2767.24,3f916c06-3c80-4d46-9606-1e5bb5a7cf1b,Eric Johnson,Bank Transfer,Africa
8352,2024-06-16,Keyboard,10,80.47,804.7,391a1a65-abe8-45a5-9774-730ab5fe12fa,Jacqueline Mcmahon,PayPal,Europe
8353,2024-02-10,Monitor,1,292.55,292.55,e5021c32-57dc-4960-b81e-e3e171c259a7,Mindy Campbell,Debit Card,North America
8354,2024-04-30,Smartphone,8,316.98,2535.84,a5b571ee-90ea-4574-bbc1-17338832911c,John Cannon,Credit Card,North America
8355,2024-05-18,Headphones,7,455.4,3187.8,61c81844-aa34-491e-a224-37c2b0bd2c4d,Barbara Jordan,Credit Card,South America
8356,2024-07-21,Webcam,10,172.45,1724.5,50264334-6d48-444d-841c-682f010ab95c,Eric Ferguson,Credit Card,Europe
8357,2024-04-06,Laptop,3,123.04,369.12,e1503be9-2f8e-4857-b299-7bfae5bbbee5,Brittany Choi,Credit Card,Africa
8358,2024-05-23,Smartphone,4,190.12,760.48,6c9d574e-b3b7-45a1-bd3a-77377c3cf7fc,Jonathan Woodward,Cash,North America
8359,2024-04-12,Webcam,1,70.25,70.25,dbb199ae-d450-4192-a144-0b75d2fcce4b,Lisa Evans,Bank Transfer,South America
8360,2024-01-08,Headphones,7,255.61,1789.27,c4e0e1bb-304c-4465-99fd-641e9032a8c1,Heather Schultz,Bank Transfer,Asia
8361,2024-02-21,Webcam,3,322.98,968.94,f66e0686-fbe0-4b81-a577-9bf1ed2d1d8d,Marie Lutz,Debit Card,North America
8362,2024-04-02,Webcam,3,244.43,733.29,ec8b5175-beca-4ae8-bbdb-ea745cf498b4,William Cox,Credit Card,Africa
8363,2024-04-20,Headphones,3,228.05,684.15,70268dc0-67d2-422c-a86f-c82df58e08d8,Elizabeth Garrett,Bank Transfer,Europe
8364,2024-04-09,Printer,9,246.89,2222.01,4d0cdbdc-8667-41a6-888f-520699626e6a,Marcus Mccall,Bank Transfer,North America
8365,2024-03-09,Smartphone,8,399.15,3193.2,43a556f9-7dc2-4e6b-8795-7855b6ee0059,Todd Dodson,Cash,North America
8366,2024-02-05,Headphones,6,179.11,1074.66,1ceed19d-4030-49b5-ba8e-82f3f3b05a72,Mark Herman,Cash,Europe
8367,2024-07-03,Headphones,4,332.98,1331.92,24296c9d-f235-4060-be1d-677bccd15fb5,Dr. Deborah Peters,Debit Card,Asia
8368,2024-05-23,Laptop,6,90.82,544.92,34f5cce6-8a7e-4666-a442-bf9915ab1296,Laura Adams,PayPal,Oceania
8369,2024-01-22,Printer,5,443.22,2216.1,3e06aaf6-d644-4c8f-a15b-7cac6a8ac83f,Jennifer Cruz,Bank Transfer,Oceania
8370,2024-07-01,Laptop,1,12.79,12.79,87a5827b-5394-4ea1-b178-0ebaa9317f7e,Louis Brown,Debit Card,North America
8371,2024-02-08,Monitor,3,223.89,671.67,ef3173d2-c866-427a-9d48-f205cd057dd2,Jennifer Day,Bank Transfer,Oceania
8372,2024-04-28,Headphones,4,377.81,1511.24,c7679b99-6218-42dc-98a1-969a0329fb06,Alexandra Cruz,Debit Card,Asia
8373,2024-06-27,Laptop,2,188.24,376.48,acab9be7-832e-4b25-ad94-711c6ce58325,James Williams,Debit Card,Africa
8374,2024-03-21,Printer,10,131.16,1311.6,e567bd22-b4d9-4ee3-b759-ef36a701a7da,Angela Thomas,Debit Card,Asia
8375,2024-08-24,Webcam,7,374.42,2620.94,41201172-c56f-42ff-b2c0-36bfcad2583b,Steven Lewis,Cash,Asia
8376,2024-04-01,Mouse,5,236.91,1184.55,6f3b373c-3a4b-4292-88a9-87fa4d74c4bb,Michael Pitts,Debit Card,Africa
8377,2024-01-25,Headphones,2,256.29,512.58,35498a05-0c3e-4b04-a6b2-bb22f57a35d0,Brian Watson,Bank Transfer,North America
8378,2024-08-20,Laptop,4,196.27,785.08,d0fe680b-3dc8-40b6-a277-28c88b20210f,David White,Cash,Africa
8379,2024-08-30,Printer,2,263.72,527.44,19a6cfa6-2ee3-4e23-8789-17f72cc9b0f8,Victoria Benson,Credit Card,South America
8380,2024-05-27,Keyboard,9,152.82,1375.38,f6e3cc1c-620d-42ca-9f4a-725881d9c5b3,Desiree Macdonald,Cash,South America
8381,2024-05-20,Smartphone,3,229.4,688.2,4b9b4bf3-873c-40eb-8dec-80b70349fa32,Ana Simon,Cash,South America
8382,2024-03-11,Laptop,6,58.57,351.42,a876bcc7-71ed-4e67-9dc8-baa0769e1323,Ray Gilmore,Credit Card,Europe
8383,2024-07-17,Printer,3,128.63,385.89,6944b380-ba66-4b82-a98c-3bc8e5d49e30,Christopher Matthews,PayPal,Africa
8384,2024-07-27,Smartphone,10,425.59,4255.9,157c17d3-e6d7-4556-b2b8-a14c6ea1ae65,Anthony Garza,Credit Card,North America
8385,2024-05-06,Printer,4,163.87,655.48,3db02a99-e1d5-4f28-9930-2dcf7df0fab1,Sarah Freeman,Credit Card,North America
8386,2024-04-28,Headphones,9,382.09,3438.81,d71fc5e3-aad1-4c9b-b4c5-9d6c0e07fa4a,Vanessa Cunningham,Credit Card,Oceania
8387,2024-04-28,Webcam,8,134.47,1075.76,06e3532e-91bf-4f28-ba82-a26e5400af57,Mrs. Kelly Perez,PayPal,Europe
8388,2024-01-10,Keyboard,6,254.39,1526.34,082444cf-60b5-4ff2-9907-a03e000808fd,Tara Craig,Bank Transfer,Oceania
8389,2024-04-21,Monitor,8,10.2,81.6,a961f733-c013-4435-8c27-d7d7d75a91b5,Jennifer Decker,Bank Transfer,Asia
8390,2024-08-11,Keyboard,10,475.2,4752.0,1ab19b7b-81ca-4f51-94ee-a33b6c66686a,Tyler Perez,Credit Card,Asia
8391,2024-04-12,Monitor,10,156.07,1560.7,86c030af-cccd-4e08-beff-1390dc9b611b,Jill Norman,Debit Card,Africa
8392,2024-06-24,Headphones,2,322.95,645.9,bbe960e6-4edd-4a22-81e4-6a9c5b628033,Rhonda Stewart,Debit Card,North America
8393,2024-02-18,Headphones,8,37.62,300.96,9e6f3e84-0c9e-45b5-a254-8dbffcb28ff0,Veronica Holt,PayPal,North America
8394,2024-03-26,Headphones,5,202.69,1013.45,ae333afa-d336-4ffb-bb3b-342bd2a73c95,Samantha Miller,PayPal,Oceania
